Sale ID,Model,Color,Manufacture Year,Sale Year,State,Sale Price USD,Customer Age,Gender,Sales Channel,Payment Method,Delivery Status,Delivery Days,Battery Capacity kWh,Range km,Charging Time (Hrs),Service Plan Opted,Warranty Years,Referral Code Used,Trade In Used
SALE158130,Model 3,Black,2024,2019,Washington,48483.12,65,Male,Online,Loan,Delivered,11,75,341.6,6.22,No,7,No,No
SALE158131,Model Y,Red,2024,2021,Illinois,59939.16,51,Male,Online,Loan,Delivered,16,75,531,2.49,No,5,No,No
SALE158132,Model 3,White,2024,2023,Texas,55248.02,28,Male,Online,Loan,Pending,21,75,413.8,3.5,Yes,7,Yes,No
SALE158133,Cybertruck,Silver,2021,2018,New York,40919.19,66,Female,In-store,Cash,Delivered,16,50,417.9,7.9,Yes,4,No,No
SALE158134,Model 3,White,2024,2020,California,49754.37,43,Male,Online,Loan,Pending,13,75,545.1,2.57,No,3,No,No
SALE158135,Model Y,White,2018,2023,Texas,69086.74,24,Male,Third-party Dealer,Lease,Cancelled,13,85,544.1,7.51,Yes,4,No,No
SALE158136,Model Y,Black,2021,2024,Illinois,71217.24,24,Female,Online,Lease,Pending,26,75,524.3,3.03,Yes,5,No,Yes
SALE158137,Model X,Silver,2018,2019,California,70244.32,39,Male,Online,Cash,Delivered,28,85,510.5,11.22,Yes,4,No,No
SALE158138,Model Y,Black,2019,2022,California,62705.77,29,Female,Third-party Dealer,Loan,Delivered,19,75,473.2,0.59,Yes,6,No,No
SALE158139,Model 3,White,2021,2020,California,64084.16,62,Male,In-store,Lease,Cancelled,6,60,502.8,6.14,No,5,No,No
SALE158140,Model Y,Blue,2024,2021,California,79269.5,22,Male,Online,Lease,Pending,11,100,420.8,8.78,Yes,7,No,No
SALE158141,Cybertruck,White,2015,2019,California,39893.33,19,Male,Online,Loan,Delivered,24,100,444.1,10.72,No,5,No,No
SALE158142,Model 3,White,2024,2023,Illinois,53866.16,44,Female,Online,Cash,Delivered,15,50,496.5,7.7,No,6,No,No
SALE158143,Model Y,Red,2024,2022,California,32632.23,39,Female,Online,Loan,Delivered,4,60,438.7,8.51,No,5,No,No
SALE158144,Model 3,White,2023,2024,Florida,57013.85,44,Male,Online,Cash,Delivered,6,100,469.8,3.89,No,4,No,No
SALE158145,Model 3,Red,2020,2023,California,77513.31,56,Male,Online,Lease,Delivered,8,75,494.3,9.9,Yes,5,No,No
SALE158146,Model X,Red,2017,2019,Texas,61218.19,18,Male,In-store,Cash,Delivered,2,75,457.9,5.72,Yes,5,No,No
SALE158147,Model 3,White,2022,2022,Washington,23051.35,71,Female,Online,Lease,Delivered,16,85,455.3,1.43,No,5,No,No
SALE158148,Model Y,Silver,2024,2022,Texas,17901.31,46,Male,Online,Lease,Cancelled,11,75,510,7.76,Yes,2,No,No
SALE158150,Model Y,Blue,2024,2018,Texas,55245.45,70,Female,Third-party Dealer,Cash,Delivered,11,50,350.8,1.94,Yes,2,Yes,No
SALE158151,Model 3,Black,2023,2023,California,42556.22,31,Male,Online,Lease,Delivered,27,85,569.7,7.22,Yes,7,No,No
SALE158152,Model 3,Black,2021,2022,Florida,72434.03,69,Female,Online,Loan,Pending,23,50,470.1,7.56,Yes,3,No,No
SALE158153,Model 3,Black,2021,2019,Florida,33902.99,71,Female,In-store,Loan,Delivered,12,75,405.7,0.94,No,5,Yes,No
SALE158155,Cybertruck,Black,2024,2020,Florida,78907.01,65,Female,In-store,Loan,Delivered,9,50,508.9,8.61,Yes,5,No,Yes
SALE158156,Model S,Black,2020,2022,California,63931.74,62,Male,Online,Loan,Delivered,8,85,495.5,1.84,No,2,No,No
SALE158157,Model X,White,2023,2020,Illinois,46641.53,44,Female,Third-party Dealer,Cash,Delivered,25,100,470.8,2.52,No,3,No,No
SALE158158,Model 3,Red,2024,2022,Texas,61943.42,33,Female,Online,Cash,Delivered,19,60,476.4,1.74,Yes,3,Yes,No
SALE158159,Model 3,Red,2024,2019,Texas,53974.36,25,Male,Online,Lease,Delivered,7,100,312.1,4.8,Yes,5,Yes,No
SALE158160,Model Y,Blue,2020,2019,Texas,40406.02,61,Male,Online,Loan,Delivered,11,100,533.3,7.22,No,5,No,No
SALE158161,Model 3,Red,2023,2022,California,55001.22,27,Male,Online,Lease,Delivered,17,75,388.3,4.99,Yes,6,Yes,No
SALE158162,Model Y,Silver,2024,2023,New York,42700.05,74,Male,In-store,Lease,Delivered,18,100,380.3,7.44,Yes,5,No,No
SALE158163,Model Y,Blue,2022,2019,New York,80340.05,49,Male,In-store,Lease,Delivered,13,60,335,6.15,No,5,No,No
SALE158164,Model Y,Silver,2024,2021,Washington,58150.95,38,Female,In-store,Loan,Delivered,3,60,443.9,2.7,Yes,7,No,No
SALE158165,Model Y,Black,2024,2022,New York,54767.67,57,Male,Online,Lease,Delivered,8,60,465.9,7.84,No,5,No,No
SALE158166,Model 3,Silver,2018,2019,Texas,38582.85,48,Male,Online,Loan,Delivered,18,75,546.5,9.52,Yes,5,No,No
SALE158167,Model S,White,2023,2022,Florida,42924.36,19,Male,In-store,Loan,Delivered,21,50,509.3,0.95,Yes,5,No,No
SALE158169,Model 3,Black,2023,2022,Washington,36435.54,30,Female,Online,Cash,Delivered,12,60,435.3,0.53,Yes,6,No,No
SALE158170,Cybertruck,White,2024,2021,California,65450.34,68,Male,Third-party Dealer,Lease,Delivered,21,85,326.6,5.31,Yes,5,No,No
SALE158171,Model Y,Black,2022,2018,Texas,61923.47,71,Female,Online,Loan,Delivered,24,85,545.2,8.52,No,4,No,No
SALE158172,Model S,White,2024,2020,New York,57007.75,37,Female,In-store,Lease,Delivered,3,100,458.9,1.93,Yes,4,No,No
SALE158173,Model S,Red,2020,2018,Florida,67869.55,44,Female,In-store,Lease,Delivered,22,85,611.8,7.63,No,4,No,No
SALE158174,Model 3,Silver,2024,2021,California,55526.31,24,Male,In-store,Loan,Delivered,15,50,453.9,11.01,No,5,No,Yes
SALE158175,Model Y,Red,2022,2021,Florida,67554.92,69,Male,In-store,Loan,Delivered,19,85,456,11.51,Yes,4,Yes,No
SALE158176,Model Y,Blue,2022,2022,Illinois,79186.89,60,Female,In-store,Lease,Delivered,10,50,489.1,9.6,No,2,No,No
SALE158177,Model Y,White,2022,2022,New York,67691.38,33,Male,Third-party Dealer,Cash,Delivered,25,85,380.1,10.62,Yes,5,No,No
SALE158178,Model Y,White,2020,2022,California,69836.41,41,Female,In-store,Lease,Pending,16,100,460.9,10.56,No,6,No,No
SALE158179,Model 3,Black,2023,2023,Washington,65050.37,37,Female,Online,Lease,Delivered,3,60,527.1,8.19,No,6,Yes,No
SALE158180,Model Y,Blue,2024,2020,Texas,48933.62,19,Female,In-store,Lease,Delivered,22,100,478.9,9.78,No,3,No,No
SALE158181,Model 3,White,2024,2021,California,61654.67,27,Female,Online,Cash,Delivered,8,75,561.4,3.41,No,4,No,No
SALE158182,Model Y,Blue,2024,2021,Washington,41625.95,65,Female,Online,Lease,Delivered,5,85,500.6,5.55,Yes,5,No,No
SALE158183,Model Y,White,2021,2022,Illinois,48899.66,45,Male,In-store,Cash,Delivered,1,100,497.5,2.75,Yes,5,No,No
SALE158184,Model 3,Black,2024,2024,Texas,67893.09,29,Female,Online,Lease,Delivered,4,60,502.1,2.88,Yes,4,No,Yes
SALE158185,Model S,Red,2019,2019,Texas,28006.76,66,Male,Online,Loan,Delivered,27,60,401.6,3.05,Yes,5,No,Yes
SALE158186,Model Y,Silver,2023,2023,California,21369.01,19,Male,Online,Lease,Delivered,4,75,558.7,7.77,Yes,5,No,No
SALE158187,Model Y,White,2024,2022,Texas,51545.49,50,Female,Online,Cash,Pending,29,100,561.2,2.98,Yes,5,Yes,No
SALE158188,Model Y,Black,2020,2020,California,67927.68,67,Male,In-store,Lease,Delivered,7,60,498.4,3.87,Yes,7,Yes,No
SALE158189,Model Y,Red,2021,2020,California,49898.79,41,Male,In-store,Lease,Delivered,20,100,478.1,1.24,No,6,Yes,No
SALE158190,Model X,Silver,2023,2022,California,34720.87,40,Female,Online,Loan,Delivered,21,100,528,10.64,No,4,No,No
SALE158191,Model Y,White,2024,2023,California,38909.95,53,Female,In-store,Loan,Delivered,21,100,512.9,11.17,Yes,5,No,No
SALE158192,Model S,White,2024,2021,Texas,15002.78,55,Female,Online,Loan,Delivered,22,85,478.7,11.78,No,2,Yes,No
SALE158194,Model Y,White,2024,2022,Florida,28868.34,39,Female,Online,Loan,Delivered,25,60,372.2,8.8,Yes,5,No,Yes
SALE158195,Model 3,Silver,2024,2021,Texas,68470.04,45,Male,Online,Loan,Delivered,22,75,454.6,10.77,Yes,5,Yes,No
SALE158196,Model Y,White,2022,2021,California,40690.43,59,Female,In-store,Lease,Delivered,18,60,448.4,1.52,No,5,Yes,Yes
SALE158197,Model 3,White,2020,2021,Texas,34218.29,62,Female,Online,Loan,Delivered,10,100,277.9,4,Yes,6,No,No
SALE158198,Model 3,Silver,2024,2020,Florida,28350.83,45,Female,In-store,Loan,Delivered,8,60,484.1,11.29,No,4,No,No
SALE158199,Model X,Silver,2024,2021,New York,75355.1,54,Female,Online,Cash,Pending,19,60,373.8,1.08,Yes,5,No,No
SALE158200,Model S,White,2019,2023,California,45422.14,22,Female,Online,Cash,Delivered,22,75,444.4,5.69,Yes,5,No,No
SALE158201,Model Y,White,2023,2023,California,58963.56,22,Female,Online,Lease,Delivered,6,85,501.1,11.91,Yes,5,Yes,No
SALE158202,Model 3,Black,2017,2021,Texas,57892.89,73,Male,Online,Loan,Cancelled,1,85,443.6,2.16,No,4,Yes,No
SALE158203,Model Y,Blue,2024,2018,Florida,56619.87,37,Female,In-store,Lease,Pending,25,100,444.3,2.73,Yes,5,No,No
SALE158204,Model 3,White,2023,2020,Florida,40317.92,27,Male,In-store,Lease,Delivered,29,75,483.4,2.84,No,5,No,No
SALE158205,Model Y,White,2024,2022,Florida,32366.64,37,Female,Third-party Dealer,Lease,Delivered,25,75,408.5,2.82,Yes,4,No,No
SALE158206,Model Y,Silver,2024,2019,California,42529.57,27,Female,Online,Cash,Delivered,28,50,538.9,10.59,Yes,5,No,No
SALE158207,Model 3,Blue,2017,2020,California,46669.25,67,Female,Online,Lease,Delivered,6,75,419,7.33,Yes,3,No,No
SALE158208,Model Y,Black,2024,2019,California,52859.95,53,Female,In-store,Cash,Delivered,26,60,344.1,6.42,Yes,7,No,No
SALE158209,Model 3,Silver,2021,2022,California,62524.66,70,Female,In-store,Loan,Delivered,29,60,458,2.76,Yes,4,No,No
SALE158210,Model 3,Blue,2024,2019,California,45592.27,46,Female,Online,Loan,Delivered,3,85,346.6,4.42,Yes,5,No,No
SALE158211,Model Y,Black,2022,2020,Texas,68527.78,66,Male,Online,Lease,Delivered,6,60,393.2,3.39,No,5,No,No
SALE158212,Model Y,Black,2024,2021,California,45092.46,19,Female,Online,Loan,Pending,10,75,339.1,11.67,Yes,5,No,Yes
SALE158213,Model Y,White,2020,2021,Illinois,71996.78,66,Male,In-store,Lease,Delivered,13,100,509.1,10.91,No,3,No,No
SALE158214,Model Y,White,2021,2023,California,42086.98,26,Male,Online,Cash,Delivered,27,75,444.5,10.63,No,4,Yes,No
SALE158215,Model 3,Black,2022,2020,California,34063.88,32,Male,Online,Lease,Delivered,17,75,380.4,11.09,Yes,5,No,Yes
SALE158216,Model S,Black,2019,2023,Florida,38763.58,66,Male,Online,Lease,Delivered,14,75,442.2,1.69,Yes,4,No,No
SALE158217,Model 3,Black,2017,2024,Texas,22531.79,46,Male,Third-party Dealer,Loan,Pending,22,75,376.6,6.76,No,5,No,No
SALE158218,Model Y,Black,2022,2018,Florida,50113.83,43,Female,Online,Lease,Delivered,7,50,428.7,1.78,Yes,3,No,No
SALE158219,Model S,White,2020,2021,Florida,54447.37,64,Female,In-store,Lease,Cancelled,2,85,525.2,4.53,No,5,No,No
SALE158220,Model Y,Red,2024,2020,Washington,43657.67,19,Female,In-store,Lease,Delivered,8,60,386,5.99,No,5,No,No
SALE158221,Model 3,Silver,2024,2020,Texas,58019.03,35,Female,Online,Loan,Delivered,14,85,308.9,9.47,Yes,4,No,No
SALE158222,Model 3,White,2020,2021,California,37947.22,35,Male,Online,Lease,Delivered,3,85,564.3,5.96,No,2,Yes,No
SALE158223,Model S,White,2022,2021,New York,57091.73,71,Male,In-store,Lease,Delivered,7,50,496.1,10,Yes,5,Yes,No
SALE158225,Model S,White,2024,2023,Texas,43711.5,20,Male,Online,Cash,Delivered,13,50,487.1,2.74,No,4,Yes,No
SALE158226,Model Y,Red,2023,2021,California,75394.73,49,Male,Third-party Dealer,Cash,Delivered,24,85,261.6,0.92,Yes,5,No,No
SALE158228,Cybertruck,White,2024,2020,New York,45145.97,52,Female,In-store,Lease,Pending,7,60,457,10.57,No,7,No,No
SALE158229,Model 3,Silver,2020,2022,Texas,74716.25,38,Male,Online,Lease,Delivered,14,85,609,6.32,Yes,5,No,No
SALE158230,Model 3,Silver,2019,2022,New York,50893.45,24,Female,In-store,Loan,Delivered,18,75,514.2,11.56,Yes,5,Yes,No
SALE158231,Model Y,Black,2024,2024,Florida,53888.24,66,Male,Online,Cash,Delivered,23,50,422.5,10.64,Yes,2,No,No
SALE158232,Model 3,Blue,2024,2023,California,47572.99,63,Female,Online,Cash,Delivered,4,100,475.6,1,Yes,6,Yes,Yes
SALE158233,Model X,Black,2018,2024,Florida,41347.6,56,Male,Third-party Dealer,Lease,Pending,5,85,503.1,8.56,Yes,5,No,No
SALE158234,Model 3,Black,2024,2023,Texas,72496.27,32,Female,Online,Loan,Delivered,13,75,480.5,11.24,Yes,5,No,No
SALE158235,Model 3,Red,2024,2019,California,42301.73,29,Male,Online,Cash,Delivered,10,85,473.3,6.06,Yes,4,No,No
SALE158236,Model Y,Silver,2020,2021,Illinois,58574.05,24,Female,In-store,Loan,Delivered,4,60,381.4,4.29,No,7,No,No
SALE158237,Model 3,Silver,2020,2021,New York,46139.58,38,Female,In-store,Lease,Delivered,28,75,529.4,7.76,Yes,2,No,No
SALE158238,Model X,White,2017,2021,Illinois,51462.08,31,Male,In-store,Lease,Delivered,16,75,469.6,4.01,Yes,3,No,Yes
SALE158239,Model X,Red,2023,2022,Texas,59277.71,47,Male,Online,Lease,Delivered,26,75,321.3,4.83,No,4,No,No
SALE158240,Model X,Black,2023,2024,Illinois,61990.61,51,Female,In-store,Cash,Cancelled,9,50,532.3,6.35,No,6,No,No
SALE158241,Cybertruck,White,2024,2020,Washington,51183.3,71,Male,Online,Cash,Delivered,14,85,466,2.99,Yes,5,No,No
SALE158242,Model Y,White,2019,2018,Florida,32604.37,52,Female,Online,Loan,Delivered,11,60,484.6,9.97,Yes,5,No,No
SALE158243,Model Y,Black,2023,2022,California,63527.29,36,Female,In-store,Lease,Delivered,13,75,484.3,10.94,Yes,3,No,No
SALE158244,Model Y,White,2019,2023,California,39565.87,70,Male,Online,Lease,Delivered,9,60,418.7,2.1,No,4,No,No
SALE158245,Model S,Black,2024,2021,Illinois,51986.04,60,Male,Third-party Dealer,Lease,Delivered,11,50,479.9,1.79,Yes,5,No,No
SALE158246,Model Y,Silver,2016,2019,Texas,60922.99,26,Male,Online,Cash,Delivered,1,75,444.6,2.7,Yes,6,No,No
SALE158247,Model S,Blue,2024,2021,Texas,49973.85,54,Male,Online,Cash,Delivered,1,75,435,1.34,No,3,No,No
SALE158248,Model X,Black,2023,2021,New York,34729.47,62,Female,Third-party Dealer,Lease,Pending,26,50,487.4,9.73,Yes,3,No,No
SALE158249,Model 3,Silver,2024,2024,Texas,77114.22,23,Female,Online,Lease,Pending,2,75,502,2.22,No,3,Yes,No
SALE158250,Model X,Black,2023,2021,Texas,30401.69,27,Male,Online,Loan,Delivered,5,50,479.7,5.89,No,5,No,No
SALE158251,Model Y,White,2021,2020,California,50112.48,34,Female,In-store,Cash,Cancelled,21,75,318.6,1.68,Yes,4,No,No
SALE158252,Model 3,Red,2024,2022,New York,76465.42,23,Male,Third-party Dealer,Loan,Delivered,25,100,407.8,7.78,Yes,2,No,No
SALE158253,Model 3,White,2024,2021,New York,58849.72,31,Male,Online,Loan,Delivered,1,85,442.3,4.05,Yes,5,No,No
SALE158254,Model 3,White,2024,2021,California,28203.88,27,Male,Online,Loan,Delivered,19,75,496.4,8.99,Yes,7,Yes,No
SALE158255,Model 3,White,2020,2022,Florida,67119.3,69,Female,In-store,Loan,Pending,3,85,407.9,11.68,No,6,No,No
SALE158256,Model 3,White,2021,2022,California,61600.85,22,Female,In-store,Lease,Delivered,25,85,490.9,7.63,No,6,No,No
SALE158257,Model 3,Blue,2020,2019,New York,58719.21,63,Female,Online,Lease,Delivered,27,60,421.6,8.51,No,5,No,No
SALE158258,Model 3,Black,2022,2021,Texas,63935.86,30,Female,Online,Loan,Delivered,24,50,534,1.94,Yes,5,No,No
SALE158260,Model Y,Red,2018,2020,California,45125.48,33,Male,Online,Cash,Delivered,18,85,481.5,2.22,No,5,No,Yes
SALE158261,Model Y,White,2020,2022,California,89040.72,34,Male,Third-party Dealer,Lease,Delivered,26,100,403.4,3.77,Yes,5,No,No
SALE158262,Model 3,White,2022,2019,Florida,42602.86,72,Male,Third-party Dealer,Loan,Delivered,29,60,523.3,2.95,Yes,5,No,No
SALE158263,Model Y,Black,2024,2023,California,71045.38,71,Male,Third-party Dealer,Lease,Delivered,16,50,364.3,9.04,Yes,5,No,No
SALE158264,Model 3,White,2020,2022,California,65711.74,54,Female,Online,Cash,Pending,20,75,499.2,7.79,Yes,6,No,No
SALE158265,Model S,Silver,2024,2022,California,65919.11,44,Male,Online,Lease,Delivered,9,85,480.2,3.06,No,4,No,No
SALE158266,Model X,White,2023,2022,California,71763.13,67,Male,Online,Lease,Delivered,19,85,412.9,5.99,No,5,Yes,Yes
SALE158267,Model X,White,2023,2021,New York,60190.84,42,Male,In-store,Cash,Pending,14,85,412.5,7.77,Yes,4,No,No
SALE158268,Model S,Blue,2024,2022,New York,93343.76,20,Male,Online,Lease,Delivered,18,100,402.9,4.3,Yes,2,No,No
SALE158269,Model Y,White,2024,2021,Florida,68960.23,58,Male,Online,Lease,Delivered,29,60,529.3,11.3,No,5,No,No
SALE158270,Model Y,Blue,2024,2018,Texas,86897.6,53,Male,Online,Lease,Delivered,10,100,400,3.37,No,5,No,No
SALE158271,Model Y,White,2024,2019,California,68834.5,72,Male,Online,Cash,Delivered,21,75,548.3,8.2,Yes,3,No,Yes
SALE158272,Model Y,Red,2023,2023,California,45002.71,28,Male,Online,Loan,Pending,17,85,339.3,4.9,No,5,Yes,No
SALE158274,Model Y,Black,2020,2022,Texas,49951.25,56,Male,In-store,Loan,Delivered,10,85,398.9,8.19,No,3,No,No
SALE158275,Model Y,Black,2022,2024,California,44329.78,23,Male,Online,Loan,Cancelled,14,100,428.8,3.87,Yes,5,No,No
SALE158277,Model 3,Black,2023,2023,Illinois,48657.63,36,Male,In-store,Loan,Pending,23,75,549.3,3.57,Yes,3,No,No
SALE158278,Model 3,Blue,2024,2022,Illinois,36960.1,68,Male,Third-party Dealer,Cash,Pending,16,75,375.1,3.83,Yes,5,No,No
SALE158279,Model S,White,2020,2020,California,42907.52,46,Male,Online,Cash,Delivered,19,85,526.9,3.35,Yes,4,No,No
SALE158280,Model 3,Black,2022,2024,Florida,32036.96,22,Male,Third-party Dealer,Lease,Delivered,3,75,434.6,8.14,Yes,6,No,No
SALE158281,Model X,Black,2024,2021,New York,71990.57,24,Male,Online,Lease,Delivered,5,85,456.3,6.4,No,5,No,No
SALE158282,Model Y,Black,2020,2018,Texas,69576.53,64,Female,Online,Cash,Delivered,28,60,370.6,8.64,Yes,5,No,No
SALE158283,Model X,Black,2024,2020,Texas,43471.33,57,Female,Online,Lease,Pending,27,60,448,10.75,Yes,2,No,No
SALE158284,Model 3,Black,2023,2022,Texas,86570.57,34,Female,In-store,Loan,Delivered,6,85,421.4,3.01,Yes,3,No,No
SALE158285,Model Y,Silver,2024,2023,Illinois,41810.42,56,Male,Online,Loan,Cancelled,29,50,417,8.5,Yes,7,No,No
SALE158286,Model Y,Silver,2022,2023,Washington,67874.61,72,Female,Online,Loan,Delivered,27,85,390.8,9.01,No,5,No,No
SALE158287,Model S,Black,2024,2022,New York,64970.31,56,Female,Online,Lease,Delivered,25,60,466.9,5.11,Yes,5,No,No
SALE158288,Model 3,Black,2023,2021,New York,43581.23,33,Male,Online,Loan,Delivered,20,50,477.7,5.49,No,5,No,No
SALE158289,Model X,White,2020,2020,California,60683.87,24,Female,In-store,Cash,Delivered,25,75,447.4,4.5,No,5,No,No
SALE158290,Model 3,White,2021,2020,Texas,54276.57,72,Female,In-store,Loan,Delivered,8,85,611.4,0.55,No,5,No,No
SALE158291,Model Y,Black,2017,2024,Texas,43720.44,29,Female,Online,Cash,Pending,1,75,287.9,7.09,Yes,5,No,No
SALE158292,Model 3,Black,2024,2021,Washington,40709.76,56,Male,In-store,Lease,Delivered,9,60,396.5,1.44,Yes,4,No,No
SALE158293,Model Y,Black,2020,2024,California,70334.45,19,Female,Online,Loan,Delivered,5,85,476.9,1.52,Yes,7,No,Yes
SALE158294,Model S,Silver,2024,2020,Florida,58984.59,40,Male,In-store,Lease,Delivered,15,60,506.7,1.77,Yes,3,Yes,No
SALE158295,Model 3,Silver,2022,2021,Florida,66622.81,25,Male,Third-party Dealer,Loan,Delivered,26,85,535.3,6.11,No,4,No,No
SALE158296,Model 3,Blue,2019,2019,New York,61146.91,59,Male,In-store,Cash,Delivered,19,60,525.4,3.82,Yes,5,No,No
SALE158297,Model Y,White,2021,2020,Florida,52630.44,61,Female,In-store,Lease,Pending,24,100,359.8,8.35,Yes,5,No,No
SALE158298,Model Y,White,2024,2018,Illinois,66481.97,72,Male,In-store,Cash,Delivered,23,75,482.9,2.31,No,5,Yes,No
SALE158299,Cybertruck,White,2022,2022,Texas,84629.79,21,Female,Online,Cash,Delivered,7,100,467.4,11.43,No,5,No,No
SALE158300,Model 3,Red,2024,2022,Illinois,73534.58,29,Female,Online,Loan,Delivered,27,100,473.9,4.84,Yes,4,No,No
SALE158301,Model X,Silver,2024,2021,Texas,54938.17,22,Male,Online,Cash,Delivered,17,75,540.9,10.23,No,5,Yes,No
SALE158302,Model Y,Black,2023,2019,Illinois,48121.57,50,Male,In-store,Lease,Delivered,17,85,489.7,4.69,Yes,5,No,No
SALE158303,Model X,Blue,2023,2023,Texas,50033.38,24,Male,In-store,Lease,Delivered,7,60,457.6,2.63,No,5,No,No
SALE158304,Model 3,Black,2024,2024,California,51186.75,74,Male,Online,Cash,Delivered,9,50,455.8,4.36,No,5,No,No
SALE158305,Model 3,Black,2024,2019,Texas,36261.97,35,Female,In-store,Cash,Delivered,15,75,417.3,3.2,No,5,No,Yes
SALE158306,Model S,Black,2019,2022,New York,77308.23,72,Male,In-store,Loan,Delivered,18,85,478.8,7.55,No,5,Yes,No
SALE158307,Model S,Red,2024,2022,Washington,71336.41,61,Male,Online,Cash,Delivered,2,60,474,10.59,Yes,7,No,No
SALE158308,Model 3,White,2022,2024,New York,35302.19,19,Male,Online,Lease,Delivered,3,85,435.5,2.53,Yes,6,No,No
SALE158309,Model Y,Red,2023,2022,Florida,55843.82,54,Female,In-store,Loan,Cancelled,25,60,445.4,7.76,Yes,5,Yes,No
SALE158311,Model Y,Silver,2024,2021,California,58943.2,61,Male,Third-party Dealer,Lease,Delivered,17,85,426.8,8.03,No,5,Yes,No
SALE158312,Model Y,Silver,2022,2019,New York,39310.67,71,Female,Third-party Dealer,Loan,Pending,29,75,375,8.04,No,6,No,No
SALE158313,Model 3,Black,2024,2023,Texas,27605.32,28,Male,Online,Cash,Delivered,25,75,402.4,11.94,No,5,No,No
SALE158314,Model 3,Silver,2017,2021,Illinois,76174.04,66,Male,Online,Cash,Delivered,3,75,365.8,11.65,Yes,2,No,No
SALE158315,Model Y,Black,2020,2022,California,46682.79,31,Male,In-store,Loan,Delivered,17,85,529.4,2.88,Yes,7,Yes,No
SALE158316,Model 3,Black,2022,2022,Illinois,44441.29,74,Male,In-store,Loan,Delivered,15,75,336.8,6.86,Yes,6,No,No
SALE158317,Model Y,White,2024,2022,Illinois,51135.45,39,Female,In-store,Cash,Delivered,22,100,503.3,8.43,Yes,5,No,No
SALE158318,Model 3,White,2024,2021,Washington,57822.59,60,Female,Online,Loan,Delivered,22,100,511.6,4.55,No,3,No,Yes
SALE158319,Model Y,White,2023,2022,Texas,65966.31,40,Male,In-store,Lease,Delivered,21,75,437,0.69,No,4,No,Yes
SALE158320,Model Y,Red,2018,2024,Texas,74449.45,26,Male,Online,Loan,Pending,28,85,487.5,4.81,Yes,6,No,No
SALE158321,Model Y,White,2024,2021,California,41438.34,63,Female,Online,Loan,Delivered,9,60,434,6.35,No,4,Yes,No
SALE158322,Model X,White,2024,2024,New York,69393.96,68,Male,Online,Lease,Delivered,1,100,406.7,2.83,Yes,3,No,No
SALE158323,Model S,White,2017,2023,Texas,81421.39,28,Male,Online,Cash,Delivered,13,100,527.2,7.02,No,5,Yes,No
SALE158325,Model Y,White,2023,2021,Florida,79523.38,33,Female,Online,Loan,Delivered,26,85,413.4,6.9,No,6,No,No
SALE158326,Model Y,Silver,2022,2018,Texas,69771.35,38,Male,Third-party Dealer,Cash,Delivered,13,85,461.4,11.49,Yes,4,Yes,No
SALE158327,Model Y,Silver,2024,2022,New York,47875.85,20,Female,In-store,Cash,Delivered,5,85,502.8,7.8,No,3,No,No
SALE158328,Model 3,Blue,2024,2021,Illinois,47563.43,21,Male,In-store,Cash,Delivered,13,75,457.7,2.73,No,3,No,Yes
SALE158329,Model Y,White,2017,2021,Illinois,65347.41,57,Male,Online,Cash,Delivered,17,50,456,9.82,Yes,4,No,No
SALE158330,Model S,White,2021,2022,Texas,74879.79,69,Male,In-store,Lease,Delivered,5,100,493.6,9.92,No,6,Yes,No
SALE158331,Model 3,Red,2022,2020,Illinois,44357.95,18,Male,Third-party Dealer,Cash,Pending,25,60,500.7,5.19,No,6,No,No
SALE158332,Model Y,Blue,2024,2022,California,53452.35,39,Female,In-store,Lease,Delivered,29,100,378.1,4.1,No,5,No,No
SALE158333,Model S,White,2023,2020,Texas,53167.91,30,Male,In-store,Cash,Delivered,6,85,347.1,4.72,No,5,Yes,No
SALE158334,Model 3,Black,2022,2019,New York,47416.18,68,Female,Online,Loan,Delivered,3,50,469.5,11.53,Yes,6,No,No
SALE158335,Model S,Black,2023,2022,New York,70358.71,41,Male,In-store,Cash,Delivered,16,100,557.9,3.38,Yes,6,No,No
SALE158336,Model 3,White,2021,2020,California,45700.35,32,Male,Online,Cash,Delivered,7,75,436.8,3.47,Yes,4,No,No
SALE158337,Model 3,Silver,2024,2022,California,58936.68,65,Male,In-store,Lease,Delivered,6,60,617.3,10.65,No,5,No,No
SALE158338,Model Y,Blue,2023,2021,Texas,67238.94,56,Male,In-store,Lease,Delivered,11,85,508.6,5.13,No,5,No,No
SALE158339,Model 3,White,2018,2022,Texas,38506.81,63,Female,Online,Cash,Delivered,24,100,413.5,6.73,No,5,No,No
SALE158340,Model X,Black,2023,2020,Washington,49059.59,24,Female,Online,Lease,Delivered,29,60,367.4,4.94,No,4,Yes,No
SALE158341,Model X,Red,2022,2021,California,64379.35,71,Female,Online,Lease,Pending,1,75,354,0.94,Yes,4,No,No
SALE158342,Model 3,Black,2019,2022,New York,56714.94,39,Male,Online,Cash,Pending,5,75,517.3,11.02,No,5,No,No
SALE158343,Cybertruck,Black,2023,2022,Texas,62821.76,61,Male,Online,Lease,Delivered,23,60,508.1,9.64,Yes,4,No,No
SALE158344,Model S,Black,2020,2020,Texas,53207.6,25,Male,Online,Lease,Delivered,7,75,330.6,3.35,Yes,5,No,No
SALE158345,Model S,Blue,2024,2022,New York,58132,23,Male,Online,Lease,Delivered,4,85,427.4,2.8,No,4,No,No
